"job_id","job_title","job_snippet","company_name","company_location","job_salary","company_rating","company_no_reviews"
"9e03c4d1ed5a324e","nieuwFinancial & Reporting analyst","Strong analytical and data gathering skills.
 Reconcile transactions by comparing and correcting data.
 Analyze financial data and create financial models for…
","BRAC International Holdings B.V.","Den Haag","€4.000 per maand -  Voltijds",NA,NA
"46ef8f9b5a7d08e3","Data(Ops) Engineer","Automate the deployment and execution of data workflows such as ETL (data ingestion), data aggregation, data synchronization.
","Talpa Network","Hilversum","Voltijds",NA,NA
"096be47b50d34672","Engineering Manager","The Engineering Manager (EM) oversees the technical scope of a set of product teams (we call that a tribe) and they are responsible for delivering a quality…
","Relive","Thuiswerken","Voltijds",NA,NA
"08ff94886128bf44","Business Analyst & Change Management around the ‘Customer Ca...","High level of organizational skills, analytical capabilities and ability to structure data and content;
 It aims to further enable employees of Customer Service…
","IMCD","Nederland","Stage","4.4","12"
"b471e942ec4455d5","Manager Workforce Management Coolblue Stores","Analytisch. Je bent in staat om op basis van data verbeterpunten te bepalen.
 Samen zorg je ervoor dat de winkels elke dag een beetje beter worden door het…
","Coolblue","Thuiswerken in Rotterdam",NA,"3.9","213"
"156643125d43971a","Business Analyst (NL)","Create, conduct and coordinate financial, product, market, operational and related data research to support Sonion’s Portfolio Value Optimization, Strategy and…
","sonion","Nederland",NA,NA,NA
"ee2feb1446a1d3a7","Informatieanalist","Ervaring als analist bij één van de veiligheidspartners van de gemeente is een pre.
 Ondersteun je zowel bij het innemen en vaststellen van…
","Gemeente Utrecht","Utrecht","€3.017 - €4.562 per maand -  Contract bepaalde tijd","3.6","47"
"3ca0915b3e0f5ebc","Enterprise data architect","Increase self-service data capabilities.
 Increase the stability of our data landscape.
 Experience in designing, analyzing, and implementing highly-available and…
","DPG Media","Thuiswerken in Postcode 1018 in Amsterdam Centrum","Voltijds","2.8","11"
"f978375d051d1021","Business Analist","Van verzekeringen tot financieringen, van data tot online portalen.
 Als onderdeel van het DevOps team ben je op zoek naar hoe de meeste klantwaarde kan worden…
","Bovemij","Thuiswerken in Amsterdam","Voltijds","4","2"
"0f524de80b2bf3af","Strategisch Financieel Analist","Opleiding in of ervaring met data / financiële modellering;
 Ontwerpen en onderhouden van data modellen en financiële modellen;
","Zonel Energy","Delft","€4.340 - €7.058 per maand",NA,NA
"d0e26849b0dc1558","Operations Supervisor E-commerce (NL)","Have a knowledge of Incoterms , HS Codes, COO, accurate data is important in International shipping.
 Handle carrier exception reporting on a daily basis.
","Global-e","Thuiswerken",NA,NA,NA
"2de9a6cb9a70892b","nieuwData Analist Afval","Heeft affiniteit met techniek en data;
 Kan uitstekend omgaan met data-analyse tools, zoals bijvoorbeeld Power BI;
","Milgro B.V.","Postcode 3047 in Rotterdam","Voltijds, Vaste baan",NA,NA
"7e7ce7c75e4d1200","Vacature Business Intelligence Analist","Je helpt anderen de juiste weg te vinden in alle beschikbare data én je bent dagelijks bezig om de vertaling te maken tussen de data en operationele processen.
","Humaris","Postcode 3439 in Nieuwegein","Voltijds, Deeltijds",NA,NA
"18e89dca2d935aa6","WEB DATA ENGINEER (M/W/D)","Du wirst zu einem strategischen Partner für Führungskräfte von Canyon und arbeitest an Daten für verschiedene Abteilungen wie Marketing, Sales, Business…
","Canyon Bicycles","Eindhoven",NA,NA,NA
"c7eabc878ed2487d","Research Analist","Je houdt ervan om je vast te bijten in kwantitatieve data.
 Je ervan houdt om op verschillende manieren naar kwantitatieve data te kijken;
","Blauw Research","Rotterdam","€2.979 - €4.011 per maand -  Deeltijds",NA,NA
"fb5488ee63ec600e","Senior Consultant Data Science","Bij onze oplossingen staat data altijd centraal.
 Ben je de lead data scientist op een project: jij zet de lijnen uit en bedenkt de analyses voor het data…
","Capgemini","Utrecht","Vaste baan","3.8","8510"
"bb9f839e69a20d3a","Data Analyst - Accommodations","Experience in data management, data visualization and quality.
 Be familiar with the larger data ecosystem at Booking and how it relates to your data and the…
","Booking.Com","Amsterdam+3 plaatsen",NA,"3.7","911"
"1c3061c8ce65137f","Laboratorium Medewerker","Uiteindelijk kun je data in informatie vertalen.
 Je beschikt over een relevant MBO diploma zoals MLO analytische chemie of laboratorium techniek en enige…
","Royal Swinkels Family Brewers","Lieshout","€32.497 - €39.045 per jaar","4.9","7"
"d90c77b530fe123c","SCRUM MASTER / DATA ANALIST","Na verloop van tijd zal er ruimte ontstaan om ook andere, inhoudelijke taken op te pakken in de rol van data analist.
 32-36 UUR / UTRECHT / PER DIRECT.
","Bevolkingsonderzoek","Utrecht","Deeltijds","4.5","2"
"4fe3057fea1214d9","C# Senior Developer Data Hub","You will then write Scala code execute the resulting Mendix model.
 This means implementing the REST and OData protocols, making them available to the low-code…
","Mendix","Rotterdam","Voltijds","4.2","16"
"311e0b9b7a0de44b","Menu Analyst","Research competitors and data from other HelloFresh markets to compare with BNLX performance and build new business cases.
 Travel reimbursement to the office.
","HelloFresh","Hybrid remote in Amsterdam","Stage","3.1","829"
"56bb08d0f2c7779d","Data Business Informatie Analist","Je hebt zeker 5 jaar aantoonbare werkervaring op het gebied van “data”.
 Als Data Business Informatie Analist ben je onderdeel van de afdeling Innovation &…
","Makro Nederland","Amsterdam","Voltijds","4","3283"
"8dc858aa86d0d206","Data Engineer","Collaborate with domain experts, analysts, and backend engineers to solve data challenges.
 An understanding of data warehousing concepts and design patterns.
","FarmTrace","Boxmeer",NA,NA,NA
"03b3b900f0187838","Data Engineer/Analyst","Design and build data pipelines into a cloud data platform.
 Analyze video streaming domain-specific log data to devise transformations.
","Divitel","Apeldoorn","Voltijds","4.3","4"
"c5cb7369cbaaa720","Senior Data Analyst","Nice to have: experience with data modelling tools, such as dbt.
 Collaborate on the architectural evolution of the Tiqets data model and reporting framework.
","Tiqets","Thuiswerken in Amsterdam","Voltijds",NA,NA
"8002204c475235d3","Data Governance & Master Data Management","Implementing the data governance and/or master data management solution.
 Establishing and communicating a vision on data governance and/or master data…
","Valcon","Postcode 3541 in Utrecht",NA,NA,NA
"43f66f7126deeca2","Transformation consultant - Enterprise Transformation & Meth...","Jouw thuisbasis voor het ontwikkelen en inzetten van jouw vakkennis is het cluster Enterprise Transformation & Methods.
","Capgemini","Utrecht",NA,"3.8","8510"
"109c573b4dfc0dd2","Performance Marketing Specialist (Facebook & Instagram)","Able to translate data to content and vice versa.
 You work closely with other performance marketeers, analysts and creatives to achieve our ambitious growth…
","Picnic","Thuiswerken in Amsterdam+1 plaats",NA,"3.3","211"
"87442bf548feab6c","Product Owner Product Development","The team is fed with information from the testers, field installations, data analysts, manufacturing engineers, service technicians and the development program…
","Lely","Postcode 3147 in Maassluis+1 plaats","Voltijds","3.8","59"
"ea640c35ce3a6e6e","Junior Data Analist","Als data-analist houdt jij je bezig met verzamelen en analyseren van beschikbare data door middel van SQL.
 Beginnende kennis en ervaring met het verzamelen van…
","YER","Bunnik","Voltijds","4.3","66"
"a2bb3366e8d9945c","Informatie Analist","Kennis van data modellering en data logistiek;
 Overzie je processen en kun je deze vertalen naar oplossingen binnen (cloud) data platformen;
","OneDNA","Postcode 3527 in Utrecht",NA,NA,NA
"c4160003091b824d","Senior Research Consultant - FMCG","Soon you will evolve to guiding junior research consultants and/or data analysts responsible for data cleaning, analysis and first reporting.
","InSites Consulting","Thuiswerken in Rotterdam","€55.000 per jaar -  Voltijds, Vaste baan",NA,NA
"a83a765e99356cf5","Roadmap to Zero - Business Analyst","Conduct data analysis for the annual strategy impact report and support data visualisation projects.
 A minimum of 5 years of experience in business and data…
","ZDHC Foundation","Thuiswerken","Voltijds",NA,NA
"748dcf3e97887e76","IT RAR Applications Analyst – Senior","Proficient with related data structures and system configuration with a solid understanding of financial integration points to S4 modules including the General…
","Siemens","Thuiswerken in Nederland","Voltijds","4","10034"
"ccf653ec7339c469","Medior data analist","Als medior data analist doe je voornamelijk data-analyses en rapporteer je hierover.
 Als data analist onderzoek je in dit geval het effect van de…
","SIGNIFICANT APE","Postcode 3541 in Utrecht",NA,NA,NA
"c26ade9c58e4a496","Investment Analyst","(SAMCo) is the in-house asset manager of the Royal Dutch Shell plc group.
 With total assets under management of around USD 90bln, these funds make up one of the…
","Shell","Rijswijk","Voltijds","3.9","8646"
"b381de3db034f63a","Business Analist","Het continu optimaliseren van processen, applicaties en data vraagt veel van organisaties en teams.
 Je hebt ervaring met het identificeren, analyseren en…
","To The Point Company","Postcode 4103 in Culemborg","€3.500 - €5.500 per maand",NA,NA
"68a71c272dd50b17","Data Security Analyst","Transform data into insights, to identify and quantify opportunities to reduce instances of data leakage.
 You are able to craft and run queries to get relevant…
","Booking.Com","Amsterdam",NA,"3.7","911"
"1249a1e3a115aea6","Senior Paid Search Consultant","An interest in the broader scope of data tracking, conversion attribution, and other technical subjects is appreciated.
","Artefact","Utrecht","Voltijds",NA,NA
"31061ee6a9770b37","nieuwAnalytics Engineer - GoDataDriven","With your strong communication skills, you help uncover business needs and how to support that with data, reporting and visualization.
","Xebia Group","Postcode 1091 in Amsterdam Oost+1 plaats","Voltijds",NA,NA
"f888b79700a7e3e4","nieuwProduct Designer - Global Innovation Company","Collaborate with analysts to provide data-driven design recommendations.
 Transform data into actionable insights that highlight design opportunities.
","Frost Talent","Amsterdam","Voltijds",NA,NA
"7c564382729d0b02","Senior Data Analist","Als senior data analist weet je alles van data, data-analyse en modelleringstechnieken.
 Als (senior) data-analist weet je alles van data en data-analyse en doe…
","Cmotions Recruitment","Postcode 3981 in Bunnik+1 plaats","€4.197 - €5.558 per maand",NA,NA
"4fe8807106d6659f","Data Science and Infra Structure Analyst","Advise and support the Centers of Expertise-value streams on the analytical infrastructure (tools, processes, master data).
","Medtronic","Heerlen",NA,NA,NA
"2b9141e3bcc36787","nieuwData Analist","Als Data Analist ben jij de 'linking pin' tussen de business en de BI-afdeling.
 In deze dynamische rol komen alle aspecten van BI samen.
","Eiffel","Utrecht","€2.700 - €4.000 per maand -  Voltijds","2.8","4"
"4458dc147964e105","INVENTORY OPERATIONS ANALYST","Strong computer and data analytics skills.
 The Inventory Operations Analyst combines their strong data & analytics skills with business knowledge to forecast…
","Nike","Hilversum",NA,"4.1","10469"
"41c9d5745149ffa2","Data Quality Analyst","By collecting their data requirements and reverting back your findings, you are able to successfully improve the master data quality within DSM Food & Beverages…
","DSM","Delft",NA,"3.6","354"
"e7bddb64ee79fc5c","Business Intelligence Analyst","Work with Power BI to create data extracts, data flows, schedule gateway refreshes and setup corresponding security.
","Applied Medical","Postcode 3815 in Amersfoort",NA,"3.2","246"
"e0cb85ccd3c584e7","Business Analyst Online","Bent data gedreven en hebt hands-on ervaring met data-analyses;
 Word jij warm van digitale producten en proposities?
 Jij bent van alle markten thuis.
","Jumbo Supermarkten","Postcode 5462 in Veghel","€3.900 - €5.000 per maand","3.5","1576"
"596a07231ba59f1c","Technical Support Analyst","The EAM Technical Support Analyst provides support to customers, answering questions on technical and functional usage of product via the telephone and/or…
","Infor","Thuiswerken","Stage","3.7","553"
"e069ed2de1c96fd3","Lab Technician / Molecular Analyst (32-40 hours per week)","Preparing, executing and analyzing experiments to produce reliable data.
 As a service provider, GenomeScan provides innovative DNA and RNA analyses for patient…
","GenomeScan B.V.","Postcode 2333 in Leiden","Voltijds","4","2"
"4694488021dfded6","BUSINESS ANALIST CONTACT CENTER","Jij bent de ware schatgraver die met data en feiten helpt om onze dienstverlening nog persoonlijker te maken en onze klanten zich meer bijzonder te laten voelen…
","de Bijenkorf","Amsterdam",NA,"3.8","72"
"da8407af02403bc9","Geo Data Analist - Digitale Overheid","Als Geo Data Analist ga jij het verschil maken voor miljoenen mensen in Nederland en heb jij direct positieve impact op onze samenleving.
","CGI","Den Haag+4 plaatsen","Vaste baan","3.6","3103"
"eadedf216d100b99","Senior Researcher, UN/Peacekeeping (Location: Flexible)","STAFF REPORTING: Consultants, interns, and national research analyst.
 Experience utilizing qualitative and quantitative data analysis software (SPSS, STATA, and…
","Center for Civilians in Conflict","Tijdelijk thuiswerken in Postcode 2511 in Den Haag","Voltijds",NA,NA
"6b5fb1add5bdc2be","Data and Analytics Business Analyst","Experience in data engineering, data modeling and data science.
 Partner collaboratively with business, data, and IT teams to explore and deliver data in new and…
","Cargill","Schiphol",NA,"3.8","5088"
"f2ffda991a6b25a4","Data Engineer","5 years of experience within data engineering.
 Easy in catching up on what the business needs, you will work with Marketing teams, data scientists, analysts,…
","Next Ventures Limited","Amsterdam","€7.000 per maand",NA,NA
"44fa5f1f1a19119e","nieuwData Analist Publieke Organisatie","Aantoonbare werkervaring met één van de volgende relevante data-analyse tools: Python, SAS, R óf SPSS;
 Je organiseert inspiratiesessies, trainingen en workshops…
","Matchd","Bussum","Deeltijds",NA,NA
"d79039f8764d521b","Data Analyst","Find and combine (structured and unstructured) data.
 Knowledge of data cleaning, modelling, and transformation.
 As a Data Analyst you take responsibility to:
","TMC","Eindhoven+1 plaats",NA,NA,NA
"e68c3113aa818d80","Marketing Analyst","Support the team with prospective client research and data collection.
 The Marketing team provides proactive proposal, marketing, and communications support to…
","Edison Energy Group","Utrecht","Voltijds",NA,NA
"42fc66785735b2fd","Data Engineer (12 month FTC)","Build and maintain data sources for data visualisation tools and educate and support business users to self-service their reporting needs.
","Abcam","Amsterdam","Voltijds",NA,NA
"b7bd7ad6749548a7","Product Growth Analyst","2+ years experience working collaboratively with product team members such as: product management, engineering, design, data science, data engineering etc.
","Facebook App","Thuiswerken","Voltijds",NA,NA
"65f51c3b2a715668","Customer Targeting Analyst","Develops interfaces for supplier data exchange.
 Executes & develops scoring and customer segmentation routines – in co-operation with data science or on own…
","Office Depot","Nederland","Voltijds","3.6","386"
"82e205040e408119","Sales Analyst & Support","As a Sales Analyst & Support you are part of our Sourcing Team.
 You prepare the commercial analysis of the offer in order to guarantee its attractiveness and…
","Veepee","Thuiswerken in Amsterdam","Voltijds",NA,NA
"c211f1866385f4b0","Marketing Intelligence Analist","Je analyseert data uit databases met betrekking tot conversie en doelgroepen.
 Jij bent degene die het team helpt data te vertalen naar de juiste inzichten.
","Boels","Sittard","Voltijds","3.1","131"
"90b55b7493c8d8e7","nieuwCommercial Intelligence Manager","Source, screen and analyze data across key commercial areas including:
 Customer: Voice of the customer data fields including surveys and web reviews.
","EVBox","Amsterdam",NA,"4","6"
"ec4484860ac59510","Business Analyst","Vetting companies, processing and analyzing the data into useful insights;
 In the role of Business Analyst you take care of the analysis on the investment…
","intospace","Oisterwijk","Voltijds",NA,NA
"13c1841eaf785025","Data Engineer","Have experience with orchestration of data pipelines -preferably using Apache Airflow.
 Have past experience in designing and building large-scale data platforms…
","felyx","Amsterdam","Voltijds",NA,NA
"14a55e3a0f0a14b3","Energy Pricing & Data Analyst","Drive business performance through data.
 Define hypotheses, and validate these with data analyses.
 Use price data insights to develop new tariff concepts.
","Shell","Rotterdam","Voltijds","3.9","8646"
"aa34437b9315a2ed","Proces en IT manager","In Nederland voeren 5 zelfstandige ondernemingen (leden) in de brandstof- en smeeroliebranche de AVIA-licentie.
 Sterk in Excel en kennis van BI tools.
","AVIA Netherlands","Nederland",NA,NA,NA
"43ed7daf23d956a6","Senior Informatieanalist Datateam Beeldschoon","Je bent medeverantwoordelijk voor het analyseren van de data en deze om te zetten in modellen en technische beschrijvingen, zodat de data engineers de data…
","Gemeente Amsterdam","Hybrid remote in Amsterdam","€5.247 per maand","4.1","162"
"ea76831224efb895","Junior Data Management Consultant","As a Graduate Analyst you will become a member of the Data+ team, part of our Cognizant Digital Business & Technology business horizontal which provides a full…
","Cognizant Technology Solutions","Amsterdam","Voltijds","3.9","14512"
"3ccb90fd3c2112c6","Research Analist","You will summarize the finding of the performed studies in written reports and you will present the data in lab meetings.
","Amsterdam UMC","Amsterdam",NA,"3.7","32"
"48b8ab62b7f9bb68","Security Data Analyst","Analyse security data: Review incoming vulnerability reports, reproduce security issues, assessing the severity and impact of each within the context of each…
","Hadrian","Amsterdam","Voltijds",NA,NA
"aa74a83046130afc","nieuwStructuring Analyst, Vattenfall","Support Front Office with ad-hoc analysis and derive insights from data.
 Academic degree of a relevant mathematical discipline, such as engineering, mathematics…
","Vattenfall","Tijdelijk thuiswerken in Amsterdam","Voltijds, Deeltijds","3.7","169"
"d5368e6724410661","Business Analist","Je maakt analyses op de data / processen om de haalbaarheid van een oplossing te toetsen.
 Als business analist analyseer en specificeer je de vereisten van het…
","Ekoplaza","Veghel",NA,"3.6","15"
"70970abf040e5a96","Management Consultant Data & Implementatie","Je helpt klanten om verder te professionaliseren op het gebied van data management, data cleansing, Master data management en data analyse.
","ITDS","Utrecht+7 plaatsen","Voltijds",NA,NA
"c79a4ec57313c120","Demand Data Analyst","As a Demand Data analyst, you have the responsibility for the global data maintenance and improvement of the Demand planning processes and tools and assist in…
","RHI Magnesita","Postcode 3032 in Rotterdam","Voltijds, Stage",NA,NA
